SizeRank,RegionName,StateName,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31
53,"Grand Rapids, MI",MI,1229.8307149987331,1231.825306577879,1252.0025595211473,1250.834377144122,1250.81290514897,1253.9450786735356,1258.1921584721474,1261.21112082749,1265.039434031496,1281.7713388058316,1294.6672730839066,1305.9569782442966,1302.4503144502005,1311.0781894830643,1324.8202250878155,1339.855244655825,1353.2913192746043,1364.6042276575126,1387.387302096126,1406.6593082950983,1423.9246824430718,1418.0962315417175,1429.2243019717216,1448.4864230153698,1475.354347636617,1487.1529853141913,1485.8643191790889,1504.446019075363,1518.0019102074589,1530.6765246122377,1536.1260168769306,1547.7849323063465,1560.9080458819667,1572.9027957205146,1573.082425151083,1566.4995111023516,1569.7736462065495,1575.5081069912655,1585.8415115964813,1592.0437668827526,1605.4269349017222,1616.843816439346,1623.4417880604244,1622.2719999516069,1628.3987851381917,1638.5289510253613,1654.2751121116771,1663.5609021025791,1670.296764548508,1678.9690144954775,1688.9071982138914,1691.5704367891085,1691.284798275101,1693.2382640241842,1699.779810090051,1709.807135682344,1713.4562127580782,1718.8382568051911,1721.538243705273,1730.2733704158156
54,"Tucson, AZ",AZ,1093.6704562094442,1097.667513748248,1103.484375832774,1103.5969788565071,1104.6591863177796,1106.9752732977597,1114.7876719853336,1125.584567538261,1139.6938772647115,1157.6768562026368,1165.9958479700308,1177.6407835959694,1182.9576120134052,1199.7674228028975,1212.883099679597,1235.5865736005371,1256.182462095981,1277.5258332438063,1297.3755436581164,1322.975974503215,1349.018796228788,1368.7925181818816,1386.6450892665907,1401.05520184508,1415.5556066284466,1426.6753838613784,1438.883220853353,1448.609558543142,1455.2497466107095,1463.3966809531332,1470.0326027111623,1477.075560291605,1477.027754265311,1472.922819745893,1475.293407451194,1478.288802791602,1486.6646368403358,1489.287909969145,1496.8412196636302,1503.2649652848218,1512.076921706906,1517.624767487314,1524.905147723609,1526.118548309386,1526.6630573405732,1527.2963909567757,1529.182068380389,1537.737065165206,1544.0272517675694,1549.3297211485346,1550.4934811636597,1551.1217292999982,1551.421835177714,1552.77118583392,1553.2430178414106,1556.250402749107,1562.5140977921958,1571.409798757405,1576.31007648235,1575.7237008174409
55,"Urban Honolulu, HI",HI,2184.312561545761,2190.0638031757026,2177.5303992604195,2162.4032668426335,2156.5408668956416,2158.293636321808,2159.3528936980897,2154.376677088072,2156.365761256035,2158.8186166158166,2175.16273610771,2186.3165085922124,2199.840038479153,2210.26046148247,2229.710819309017,2260.3873219382103,2280.6051126792186,2299.7042039433263,2321.032222567916,2350.7994891552626,2375.6926737959293,2393.6246249276796,2401.440150277865,2413.4585042632903,2415.7262082650273,2442.2946787726873,2451.033663486008,2460.5481156077544,2461.5251651698613,2468.6430583806928,2481.6954891973855,2490.342038668141,2490.618723283758,2491.801889264608,2492.7233257485273,2508.7626059521795,2526.6576273061105,2530.9569712463885,2536.9375378772343,2550.3359400603586,2562.3737598686853,2566.7949698954667,2563.862248949517,2565.220496209889,2580.0627134173255,2589.310958862786,2602.074151377922,2600.80857042127,2617.823285322258,2623.248290280416,2634.809697434017,2638.052087650202,2648.7783822399088,2662.503478220174,2678.734431301928,2692.3934539388792,2700.5897663226788,2714.296165441721,2727.2172589979555,2743.0266901777836
56,"Tulsa, OK",OK,1005.4355376502868,1008.4796722415376,1015.1272110101988,1015.6255408707596,1018.9459404481844,1021.7460166728944,1029.9835818152403,1036.7126148345208,1043.9601789815588,1053.1180628272118,1061.0647114557923,1068.8524985617846,1076.46758435153,1087.9761495827815,1095.115832240307,1107.9864270737696,1118.4667593325928,1132.973640428439,1147.660441815209,1164.3755585710778,1184.3109216817504,1193.7876871496194,1206.3074606063103,1219.6070861811584,1232.794404165856,1242.908816720634,1255.3839727466905,1270.294542741217,1279.9146455891823,1283.1352560097785,1284.9893040756904,1288.9916606689285,1283.5887523107583,1284.666441908666,1281.60861218941,1287.2215838294278,1291.49850796088,1295.976240453033,1303.4745294218806,1305.3859359611322,1313.890870623,1319.9611452838096,1330.0130821347177,1333.3841704192514,1337.524228472118,1340.7227014515622,1351.7560111793866,1358.337528728496,1366.0096040133535,1370.7700988134118,1372.684266329345,1376.3638015290687,1377.749910093841,1383.081488060229,1385.465597356712,1391.227877490219,1399.948127834309,1407.9640356555035,1410.8321264568958,1412.1451412516326
57,"Fresno, CA",CA,1376.8976480177082,1383.8735551098923,1382.8849135917364,1374.3965641965451,1370.76363937562,1378.804445001864,1392.027384968961,1405.2968186833102,1423.7864906143477,1447.1815380755354,1466.6522062424451,1477.687492108873,1495.6411155462465,1513.6729110742729,1542.83823460469,1573.1687728902907,1610.6749140242453,1633.5683417954483,1659.766440763726,1690.1758750600786,1711.7754341476164,1715.954165272074,1727.862490435357,1740.746574021003,1760.15756274291,1761.7549767030284,1774.876663780244,1788.0476299668055,1799.869459959722,1803.6176288568784,1799.3954097250898,1800.7877593979465,1804.4034568094291,1818.444647487328,1822.9847934444376,1848.2867620804664,1856.5902297017649,1876.31473916284,1873.99344886497,1873.4599758077131,1879.8745701510352,1899.4190977724425,1912.544925761874,1917.299950310844,1915.881735728439,1928.507869885176,1939.612998728341,1942.4951546270488,1937.9758462167288,1941.0329963866957,1952.6323038136093,1962.580276918096,1965.636467665999,1965.107954108944,1972.2828425312484,1981.717514637168,1996.1951939097028,1997.673670522243,2003.3559591036533,2004.6825966521976
58,"Worcester, MA",MA,1377.2574899229396,1387.5482464120828,1393.8754269867538,1392.5069924289644,1395.1135208059154,1398.0874850177431,1400.5911268853731,1410.8127976773628,1416.594894538266,1429.512026925204,1432.6561119625271,1445.6720482900903,1450.5211095911716,1461.0118984942762,1465.3949648430084,1479.334423763322,1495.8517554587024,1510.7419624079444,1528.7148508326302,1550.0950792345932,1574.3210432053609,1591.3175235459432,1610.3157719639885,1615.1089360396218,1630.0909314730698,1637.9897313910678,1662.5154243584725,1680.0502423742316,1702.1096178863625,1723.8933374685678,1739.6386506039732,1743.7331827978155,1742.9114758743783,1741.480555352839,1753.8481570579838,1771.0765636882677,1791.5763236040814,1798.8497500505978,1805.648343151575,1817.989705121833,1823.3002429052535,1833.184213552812,1838.1494924782464,1853.7362560627364,1866.122329789428,1890.8697942766744,1894.149949607131,1907.1808831770184,1906.7003711782943,1923.9210280765049,1934.3894456501384,1942.2774837808215,1952.852728421435,1960.6130559634928,1975.0120466588196,1986.042165049609,2001.8542995631265,2009.7277368372827,2027.391599102545,2037.8886564598345
59,"Omaha, NE",NE,997.0830237900852,999.448844258215,1001.4599638307716,1004.2891100041132,1008.06222415975,1009.088359047934,1013.2316007336452,1015.6766842676058,1018.7289419882792,1016.8801096894248,1018.9344513893714,1022.907254636536,1030.2137803188143,1037.9428939291256,1040.7847804957364,1046.7558317531248,1054.5784792165184,1068.3965040357832,1078.982898991353,1088.1821436021232,1095.730114160246,1106.9180819062717,1116.1786780609832,1123.048906552328,1126.351539536935,1130.902540022482,1139.2302758878689,1151.2703663699983,1160.658139272345,1168.881777469027,1177.437349637448,1186.6414126673485,1196.2443351425582,1201.623907212074,1208.9606159102975,1216.6204145056086,1228.7023431915588,1236.4533872976858,1244.47309597277,1248.2394756820802,1253.7049636321433,1254.8219774320712,1258.2504985553308,1261.9229797592004,1267.884637246099,1274.202138560693,1279.384703148948,1282.359651795925,1284.6059115715027,1290.0171591219057,1294.155125959509,1298.8963148827472,1303.2149714606198,1310.1953971877092,1315.82564283488,1321.2659710479093,1325.0247223369297,1329.982779860828,1335.1301441113642,1342.3009349640054
60,"Bridgeport, CT",CT,1916.3821503061313,1924.4793517649964,1944.6890781160653,1948.1812899672736,1947.0084713644333,1951.5439667098988,1960.0663473161308,1975.7193382143887,1991.411366811728,2013.7494991196013,2037.7516629672236,2050.556891339041,2057.1676735533697,2056.792098452942,2075.3109576491343,2093.5383781492596,2120.79907391471,2142.5141992438084,2165.4960300984817,2181.1588559368324,2202.2683848214924,2211.0713067379115,2225.0494940055637,2241.768250521146,2265.3874208909565,2286.576493955039,2301.9789649451513,2326.833760972332,2355.7512015356397,2381.3396350375424,2395.4159999294257,2402.8450206506423,2406.626907086109,2412.791361588282,2412.142474751307,2414.6795265547444,2421.598630627768,2429.542734430955,2451.5709614377893,2453.1353758622777,2461.180012237537,2464.040618564513,2471.502113939285,2484.0888317605973,2491.306322087538,2514.1211494068125,2529.5551399843916,2550.62389037487,2554.894993970138,2569.443560796954,2572.325552000207,2587.300565534268,2593.995044376875,2608.4663106568996,2625.590515260081,2644.2346753188767,2668.406486375905,2682.123544617928,2704.567275713058,2721.4373550756513
61,"Greenville, SC",SC,1102.179658192899,1111.2559517338902,1120.2407336363683,1121.834303472327,1111.0112860920876,1105.5841085465593,1102.385092658024,1111.0723824843278,1119.6302515344823,1133.3907752915468,1140.6821598191566,1151.9986798787982,1158.8033290635012,1164.326861825147,1173.1686088410984,1185.2729909106629,1202.0379906481085,1219.1249516977657,1238.280742698296,1254.44379977782,1265.8887977765578,1276.4687967003497,1290.2271226016744,1302.0770336278808,1312.4200968793518,1315.9792386086958,1328.9833965101293,1342.8855387996678,1361.712908648478,1376.139396287119,1392.2091049732444,1401.850632595505,1407.1367705590692,1403.3393031150904,1398.9183017089665,1400.065971948458,1406.1139587688574,1420.507311445674,1425.8107978509474,1430.4054239781317,1428.635024847018,1428.647116613228,1429.2476226486965,1433.6009916470207,1444.6605207814666,1454.6964637947224,1464.868543020891,1467.0723223622217,1468.7762624720435,1470.778436916405,1474.327826597856,1477.2831229240455,1482.1723502358643,1487.923214462143,1492.072353369659,1496.875880483466,1499.7379038664965,1507.898618535711,1515.8084008156109,1527.446464706894
62,"Albuquerque, NM",NM,1075.315778942126,1079.636214825346,1084.5986274940897,1081.943958326129,1077.954030992438,1082.138060482088,1090.4013427337134,1101.062271999409,1111.7002460183087,1122.5059366596636,1135.315199029147,1144.2802638049584,1154.324592130351,1166.625486860408,1181.551314095607,1201.6798946768126,1222.378576906527,1242.3359435084672,1261.6175606927584,1284.3036745378704,1305.6263470671197,1319.3856365654217,1325.2419126951297,1341.9049741639117,1353.7281749429271,1371.0634508648138,1379.2799190486205,1396.056653312542,1415.4515806207492,1429.8023217067807,1442.946243325054,1444.9723796995424,1450.8074883805443,1458.4956227266696,1471.0179899937586,1475.2876311571515,1484.7996272855637,1484.368185133122,1496.4291296305494,1495.890664687642,1503.872449764668,1505.3116740110163,1510.5335856456668,1515.235744039761,1519.345803076955,1526.3212827887146,1536.1837914209311,1542.7153956261352,1543.4736400900758,1552.1234946659808,1554.5936123128886,1560.7887414530278,1558.4534028738087,1563.3051030147678,1565.3731453798605,1572.030724051759,1576.9711678033534,1579.8389493428936,1579.0696152521762,1582.023661915479
63,"Bakersfield, CA",CA,1210.386540851485,1213.813556481702,1218.692902961103,1224.0136199236847,1227.06993025347,1237.5498809298017,1255.9121790643298,,1286.8084174614085,1298.3474359467498,1298.6625580003238,1315.516545777774,1333.9247582837145,1342.4962097385646,1350.901406516799,1354.7998627623356,1378.8466248909758,1399.5848620481563,1411.001797077793,1421.948379151008,1454.364350470512,1478.652797963883,1514.0012844046942,1530.216600628322,1553.6068965648549,1576.594463512986,1590.6630644735103,1609.4011128726186,1624.6118056396149,1636.6951906037789,1649.897259418081,1643.2509447744287,1650.1944892800816,1655.162221880984,1659.8935354575017,1661.7610771506702,1658.1336173904515,1661.5953233184623,1675.817492933444,1688.1241098378432,1690.791748282745,1691.0273696818786,1698.7958959672203,1716.788299495089,1723.5053506170066,1728.702817807577,1732.7153515396974,1746.5909416799243,1748.1196185109093,1754.7689935666333,1757.1106078265896,1759.360669117959,1765.741769338391,1775.7553338595803,1780.8394092929902,1787.2359976472687,1791.013465164917,1798.338409895065,1804.271124495084,1807.4602028216536
64,"Albany, NY",NY,1177.2174065194854,1181.7042051541623,1189.4064933365191,1190.2343952380731,1186.2099834084424,1183.2289771842593,1189.5172113027031,1199.5103885297397,1206.5267583189082,1216.3190815847738,1222.4102409640527,1231.9211215770222,1235.4719634805433,1240.2074488008475,1243.745509520487,1257.6230605927997,1267.091730157633,1279.300274065036,1283.3599432372764,1293.599611649582,1304.244356760207,1310.1663599465091,1321.0645671656744,1332.1170508975188,1346.5051907887344,1353.588277106981,1365.862470808093,1376.7390802586692,1392.4880438699886,1399.959093821358,1410.6532851260502,1418.4165289095056,1426.6168103390974,1436.1333622477043,1434.0737353805862,1437.0849351857262,1433.24690480626,1440.3456442396543,1440.5762408058802,1442.9121132208793,1449.9206006902168,1458.5071451563656,1468.9840590320443,1471.516594520855,1480.8814837748398,1483.41140441769,1488.9577018830328,1490.6694886391858,1506.8183038478087,1513.2453485865396,1522.5989009958978,1528.7331431083026,1529.816737343356,1533.258393154087,1535.1464965439798,1543.2123856444332,1545.680279501605,1553.7685322306631,1564.2533017580329,1574.8852762468914
65,"Knoxville, TN",TN,1113.8829246021355,1124.5244626809847,1121.6100543373927,1121.5192677340735,1118.828043862383,1125.1738785347063,1126.7021691846005,1136.165083011034,1149.0587010472327,1170.794170932674,1189.7470167971849,1196.2596579009662,1204.297746208019,1214.1424681986598,1230.060215961469,1244.8423038014134,1266.2492793729118,1296.2601405883272,1331.4038911979471,1358.122094151794,1383.630693765493,1400.1088576276327,1411.4409392898856,1430.264676801885,1447.5285684493306,1474.876040471505,1490.7653241769217,1523.2688679146474,1544.7532468292964,1568.3627979041275,1585.6860800747338,1596.3179886790938,1595.1432918826629,1595.8656941412808,1606.703781770984,1619.8606364216498,1630.2804438487356,1638.865809726777,1654.9160747686396,1660.698194428468,1671.5503516545518,1685.6150258497028,1692.263760654728,1699.9445642425424,1705.7832925255848,1719.734604342383,1732.3067408173854,1738.0763414509702,1745.3913554836831,1749.6284290914937,1752.658562555573,1754.5030246868632,1756.2770609340446,1751.374894896099,1754.120980300563,1760.8030109694776,1774.3281801050264,1781.5072582978498,1784.8115575846753,1789.9221997333111
66,"Baton Rouge, LA",LA,1096.2290133166914,1092.4137254693765,1102.9608940216506,1103.3180023509665,1105.0405951669363,1104.8209994161105,1108.9956504688826,1113.3485527367368,1120.429111506434,1121.024947462343,1124.9409003874878,1126.3859986853909,1134.6631540986564,1136.4245409214373,1141.8680913774017,1151.3264787915418,1158.9822175013485,1168.9841391159446,1176.3307304491018,1190.3304074090524,1206.8910908010878,1224.219254170645,1235.3238459299807,1245.693010630902,1250.4547532321644,1263.011610943005,1267.5205126240598,1273.8316666047062,1276.2134741335235,1284.039984320115,1289.9979082461932,1293.8619316265329,1286.7327107507122,1279.0014464630483,1271.5049340954454,1270.6181433887004,1271.808239141489,1276.75395320621,1282.2503854524343,1287.7686455934754,1291.949445470415,1292.238372686909,1291.4070590317467,1287.3721663160911,1290.2357018694618,1296.8522179139618,1305.5946687381072,1305.8643911474658,1316.9055242897614,1315.579687439906,1316.710897324252,1316.0139764067271,1318.477323300221,1320.760757995573,1325.1721066862638,1331.4652701305515,1336.858043760927,1339.4397713024844,1341.202568547889,1346.2720043638133
67,"McAllen, TX",TX,898.7458899466559,900.5735717428013,905.5524734618748,909.942486970466,909.8526708318155,906.5722107090742,909.679167725742,915.7520397769582,919.3849800850212,923.7991986845676,926.7283153016048,934.1697755045848,942.8243625675534,951.0380738789456,957.3040626228728,961.01077931032,969.5735575077003,977.8805640040864,988.977561552405,993.741121653738,1009.8361206682928,1015.7492769687452,1029.2071005004757,1033.764704832719,1041.2638850999556,1050.8299588238815,1049.6650852492546,1060.8305450277871,1068.5206296572203,1078.9001195592691,1080.3640145417055,1084.6484523973973,1086.2883664715507,1090.7387439704785,1092.44221709555,1094.5403407126776,1098.6705348932758,1102.9086492310314,1112.3312082735376,1115.3102046606705,1115.0322615284076,1119.2502818191497,1117.6818705806245,1121.601601118827,1125.4364036893714,1129.0116994621526,1129.734709865012,1133.9024931332483,1133.35349323054,1132.7474065269255,1133.522501764832,1133.4573032709818,1136.4746376176747,1134.599414255636,1140.432818097779,1141.6439983050832,1141.5596196717092,1142.172136056805,1144.4184629683334,1145.3438358590818
68,"New Haven, CT",CT,1303.4586726344912,1304.801815235296,1323.1668936073145,1331.3256736542353,1332.475660139633,1335.8034309783616,1335.6921220939491,1342.5231157141009,1348.7389569229424,1365.5109534557898,1374.3576445620454,1379.7570303164143,1390.5811206364128,1402.6710719477933,1413.9784099350163,1415.4878590189371,1432.714285625042,1451.5617892348876,1481.909309948005,1496.2107828617652,1516.506798743378,1522.378407515225,1536.5452279516376,1555.0007513218436,1565.9309395367345,1574.7191552659128,1585.1021998898732,1611.790000095062,1632.2535228130291,1640.5153803916216,1646.4832319526947,1653.2522056871155,1669.0312635884898,1674.3646934080443,1687.8744080005758,1688.4255230370054,1706.3706879985118,1717.3490083624242,1727.7725285413112,1728.9337678692089,1734.8755679382907,1752.050170287556,1769.9639398969357,1787.4308336695956,1791.650211350413,1801.086235341218,1819.526063526782,1833.2519914549955,1844.6178544887184,1858.5440617143545,1871.606543688784,1885.4042908090216,1894.7378040670524,1900.6126918057316,1904.0175961155353,1910.6487170441228,1921.1562955676868,1935.4839955874056,1935.726951826075,1944.882913577364
69,"El Paso, TX",TX,1037.8185560596255,1043.0245932041655,,1057.3780694198367,1061.8007608034052,1066.4272589790412,1075.6881550102837,1085.8634940877826,1092.9380525297051,1097.3186080643245,1102.167494335292,1109.9082539379297,1114.2333804562957,1117.816919271237,1123.8585296674842,1137.4751494357802,1151.5828597999366,1158.459458231178,1170.0664138244556,1181.320721889136,1199.8303999005134,1215.3655612830448,1230.3615173528767,1245.8799919726848,1259.9802282309415,1281.0360539787089,1292.6363171847534,1302.094622680588,1312.8499394632456,1337.1194700769524,1350.314677669429,1357.1187208563806,1358.3286821411714,1366.523078790584,1375.757844178782,1380.4991742391696,1389.7423188252933,1391.5373553825473,1401.5983967545253,1407.5554265310377,1413.102853464868,1412.2041461080291,1414.6527656293065,1424.2923824448897,1430.0073064585893,1438.7082736427697,1439.0315650751286,1442.5813650152495,1445.477496622332,1450.5247561144388,1453.1273152165304,1457.905935235199,1461.9331345430303,1465.3722973310726,1470.3400175286909,1472.627397893675,1478.8148637123377,1479.5959979197185,1486.1057131782245,1491.8449109907958
70,"Allentown, PA",PA,1223.54696597297,1229.2196817084794,1225.4007851909662,1222.6428837460526,1222.167956101718,1224.7891327854095,1231.152668852814,1244.8891235830004,1261.3125146305597,1282.3062524748198,1295.5481468900653,1307.2211348325518,1307.2974929549086,1314.5813924437414,1327.8246676465683,1346.5326904370577,1370.8566471864967,1395.2756718163862,1423.0309628110697,1438.1576287553912,1450.603785421045,1460.6348447320418,1478.301185958919,1497.5483720150637,1517.5742197098373,1532.4521713114543,1539.369080119491,1550.4850223626183,1558.0047363187125,1568.3799094797705,1565.80277765143,1568.6028378601736,1564.8629972624003,1567.060138478411,1567.916466927039,1575.2468983784086,1589.1188827263493,1601.940028497247,1613.2836077457664,1617.150361349861,1619.8660439923608,1619.0680455131378,1624.6702943116352,1634.3368467431458,1642.2550517808986,1653.2415839029018,1652.3531393528365,1656.3881895136783,1655.0155681563083,1654.7461642506405,1658.433960788596,1664.8774231187017,1672.774895788868,1682.0091882810418,1691.9154401820756,1698.6612320717825,1710.6234925115846,1717.76974248197,1733.7601432315264,1742.8197681559966
71,"Oxnard, CA",CA,2214.251321202382,2221.5442534449544,2238.5037245073336,2233.4719926360494,2226.1835153270113,2228.9214588961504,2233.9026894638355,2250.643761710046,2272.435701237722,2295.783908789437,2315.0599255073203,2332.0289017235964,2350.0677338367477,2359.175407246572,2380.6156862948774,2410.2455059215654,2450.589482207376,2484.8993381843543,2516.5442578777715,2542.9087582829725,2577.0127316755916,2597.998441548579,2632.451325582692,2659.850308254981,2681.541039290107,2707.7612086205527,2711.317389244963,2732.0641867944782,2744.3103598767893,2755.7274730914414,2766.550836521458,2764.592492673794,2769.5676075282972,2779.6519591876363,2783.063313839068,2784.413937297768,2778.6968093003675,2779.8492157782425,2795.125348498826,2805.9155230022043,2815.6599205251428,2817.7110949004777,2828.296563603353,2838.6780332691087,2851.9164541536607,2860.200623379158,2874.251346394088,2884.1450030802907,2892.862136174136,2906.403253441627,2917.4424890884898,2921.7244333545295,2928.6565824544823,2943.0013511765264,2951.492564701169,2967.304845755456,2975.613263101588,2988.183147353095,2996.787621888598,3011.382148741803
72,"Columbia, SC",SC,1082.373961938001,1083.6904451416092,1094.6654891757328,1095.3473218684685,1099.4326399163851,1103.494662579612,1108.73298828974,1109.7426446352915,1116.941029220975,1126.9833162565444,1134.744938581737,1140.478583420872,1149.0533057414707,1160.0087924435795,1171.1064841726452,1180.4932246993592,1193.6956931973054,1211.763617680242,1226.9776026438617,1247.854017332705,1259.2519835406945,1277.914822905904,1290.9157649950366,1301.7190911886296,1308.692901107642,1313.7315028192818,1327.7154335679515,1340.122848547031,1355.1094737919102,1363.765036277992,1377.3252886674168,1382.9532282397097,1391.9719422326457,1392.5902197176297,1398.979766704056,1408.6988694257448,1412.9080346605674,1424.1717403802638,1429.051568873114,1442.7483794987825,1448.4677020147294,1455.478827409146,1459.9301391544536,1467.7818289971488,1478.2968451969264,1486.2145353497924,1489.8924193967432,1495.9680686442375,1501.127072409559,1507.06046092168,1513.1076686484716,1513.5348001772495,1517.885085417313,1523.3965197120997,1529.0418310929354,1534.9067433593386,1538.9069459225436,1547.405726898333,1557.6116295525162,1564.6870336176603
73,"North Port, FL",FL,1487.3733453656637,1489.5216178147336,1498.1778208365447,1496.77610452952,1496.2464362143128,1495.3062665264115,1499.3697537762314,1499.862179178831,1513.010232492098,1530.141649039702,1552.5164334184458,1573.99783175181,1575.4092234499842,1589.7136461053894,1616.4248881158103,1653.7414024865775,1696.530732691101,1742.1300845465144,1806.5908714472996,1868.4694464095403,1917.9515646499228,1954.1920029570176,1988.881754958819,2017.0472393968016,2057.028912264627,2075.5658427772614,2090.3587446558713,2119.5558597664885,2140.2508573982973,2169.8636794558765,2165.437742222032,2150.9328390562796,2151.3869432482943,2154.095473377208,2183.169545939272,2193.280417356764,2213.759224888296,2212.6813226244094,2225.312580456044,2225.19638872194,2224.2711476087707,2211.269994730352,2212.2988408499264,2213.7870499018827,2216.954689391054,2218.4285878379396,2197.752787531817,2198.9013628640455,2195.959745960018,2209.078790582056,2209.914903696425,2209.654095734644,2212.108298769279,2218.028977804938,2224.484804030468,2235.898649442612,2240.989561332208,2248.8180303827676,2260.6055079709363,2266.295956959173
74,"Dayton, OH",OH,903.7660466750016,909.382069347062,917.6593496520188,921.6321940859598,925.8197793298508,928.6914005616908,932.753632765271,934.509702201614,934.8466939705892,939.1576207254052,945.0926487765308,955.7654054140146,961.2157673451944,966.416246089816,972.5655857618492,981.7149003084816,988.9500173006896,1000.714462870972,1010.2503848384846,1023.0307878969932,1037.2615684518737,1048.0628730054984,1056.3119592889664,1061.578907073531,1068.1855798877427,1080.7261730903438,1086.5263455431154,1097.3759262285423,1103.2539446665512,1114.3344777051796,1123.6640278567888,1128.3792437119805,1132.850599917948,1136.024458417388,1142.852028509538,1145.6039115542417,1151.6890473826215,1156.2524972715603,1159.1247246468463,1165.9248999648546,1174.7541812079724,1183.574281973301,1186.3248909691042,1191.1477695392698,1196.2654430271673,1206.335562439037,1212.544403990377,1219.8461733146291,1227.828257624614,1233.0121920032725,1242.5792497979758,1245.4804650158692,1249.6476522549915,1249.847420500411,1256.117957702672,1262.2199005728576,1267.650904750342,1270.13071443354,1273.9152418792455,1278.9982326520817
75,"Charleston, SC",SC,1350.9014496790735,1354.8570752499031,1358.3814132888406,1350.5950092671856,1342.4508096635363,1338.616908491004,1342.09390059972,1348.859720264015,1354.4075248662268,1358.794660522782,1369.3117593928714,1376.4129577643853,1394.967261084316,1408.0265873691385,1424.9894931241251,1439.1732942634064,1459.0829886520312,1484.0673650316362,1509.8199411432902,1538.879168702541,1562.8212409970786,1584.4871399639292,1602.4762254279162,1619.4442787983214,1629.438622354891,1640.2195650831652,1656.0676147463655,1687.647688102148,1715.851974759769,1739.5837521673652,1756.9312548305074,1770.408043652124,1785.0221375497874,1796.0036540841795,1803.682790248492,1811.1096490620123,1816.4596781852897,1828.630461785153,1846.2863226409504,1860.8189411156316,1871.7683170947532,1872.7835684740976,1879.5309498978088,1883.9404024665769,1889.2589817363692,1892.9867771781992,1901.0530513860576,1917.120635107132,1933.40766618327,1943.527358318021,1944.9899952910516,1940.7707070087397,1939.455206005468,1946.405110386806,1951.3763439323525,1958.683937333819,1965.3289237454596,1974.7816393910543,1982.1043749003184,1982.5485911784915
76,"Greensboro, NC",NC,993.5606697010156,996.320597298702,1000.0994958938704,1002.2069681692368,1005.0432424860646,1011.1620840670524,1014.3367437731772,1025.666552511177,1034.1723164462655,1043.709361952262,1047.0974389294342,1051.1071519868008,1054.5300195317884,1065.1095027289716,1078.537315241024,1093.560528827112,1105.794926008372,1115.0156750622507,1132.590121564624,1149.1162598774113,1167.5672253286125,1184.5786772183792,1200.2112146698166,1214.868525832245,1229.044730098747,1241.3180235934058,1255.174704111474,1265.6127872068837,1276.8902273516774,1288.2756155275492,1302.0819559639992,1310.0020699808972,1315.5841670334078,1317.1502699544162,1323.5703625654785,1333.1922173296978,1341.662650756438,1350.431447258834,1352.970164519585,1357.74424823762,1357.9018957159362,1364.6956074570624,1368.4724883439414,1372.9417247524932,1378.615091769622,1383.28968470212,1391.795277279212,1395.3461885298425,1403.2578999974942,1407.332372504761,1414.2598112795215,1420.3586597026494,1429.8896795041064,1434.3050047127936,1437.4943409236296,1442.6993109390617,1447.3511114478326,1454.7060484265062,1456.6477702979098,1460.574252424858
77,"Stockton, CA",CA,1797.6457672298502,1816.8458383454304,1815.3450600744045,1812.826635308744,1809.451927522067,1813.0770401860432,1830.7737929603245,1850.2816440225936,1873.7503729134896,1899.4616451740308,1923.8433222731876,1954.9294413242671,1972.5593522983147,1987.0051624601133,2009.0167320473356,2036.3465279297495,2076.8243566882484,2108.5523082872533,2135.011113088626,2151.0339889489,2167.6191872763493,2170.98588534962,2172.7579004869335,2182.068897139382,2197.1809961489207,2224.0824640171854,2229.9535313126407,2256.8490005645785,2255.042818208067,2262.2227864020174,2251.9828441586237,2261.072270573295,2261.305692922547,2268.4675926858413,2274.5220800254147,2276.1711788139996,2280.724276584273,2272.1407778948715,2277.82857308032,2267.567954358956,2279.9570389942346,2287.473176588976,2309.213776930524,2313.3487538114646,2326.1175795807667,2334.456389530302,2340.579858214883,2345.659675617086,2352.517184977976,2363.3467294763136,2371.9818423887828,2381.4673855068754,2384.2526600743854,2387.930248199698,2389.399111696563,2396.995471534791,2401.636813393194,2408.687459913265,2417.9620147565956,2428.088586590972
